Changes_20181109_1159_-Gen5_Kombi-03_Prod_Dev-20_Specifications-10_Customer_Requirements-Consolidated-40_Requirements_-_Functions_3.1_sv,AccStateCurrentConsolidation_sv,OEM_ID_sv,Comparison with '/Gen5_Kombi/03_Prod_Dev/20_Specifications/10_Customer_Requirements/Consolidated/40_Requirements_-_Functions' version: 3.1,FSM,English_sv,Function_sv
unchanged,CON,40_24174,"Die Funktion umfasst alle Grafiken, inkl. eDrive, M-Sport, M-Performance, M-GmbH, ",non-FS,"The function covers all graphics, inclusive eDrive, M-sport, M-performance, M-GmbH,",TBD
modified,NRQ,40_90,14.8.51 LadescreenCharging screen / LadeanzeigeCharging display,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Load screen/load display,TBD
modified,NRQ,40_11684,4.8.51.1 Input data,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
modified,NRQ,40_2872,14.8.51.1.1 CAF / Herstellerdaten / SW-Parameter,non-FS,<<< TRANSLATION MUST BE UPDATED >>>CAF/manufacturer data/SW-parameters,TBD
modified,CHK,40_3192,"F21_PLUG_ENABLE:  
Defaultdefault:	0
0	inaktivinactive
1	aktivactive",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>F21_PLUG_ENABLE:  
Default: 0
0 inactively
1 actively",TBD
modified,CHK,40_3625,"F18_CHARGE_ENABLE:  
Defaultdefault:	0
0	inaktivinactive
1	aktivactive",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>F18_CHARGE_ENABLE:  
Default: 0
0 inactively
1 actively",TBD
modified,CHK,40_3197,"DISP_TIMEOUT_LADESCREEN
Defaultdefault:	6s6 s
Bereichvalue range:	0..15s
Auflösungresolution: 	1s",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>DISP_TIMEOUT_LADESCREEN
Default: 6s
Area: 0..15s
Resolution: 1s",TBD
modified,CHK,40_16613,"DISP_TIMEOUT_LADESCREEN_2
Defaultdefault:	12 s
Bereichvalue range:	0..254 s
Auflösungresolution: 	1s",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>DISP_TIMEOUT_LADESCREEN_2
Default: 12 s
Area: 0..254 s
Resolution: 1s",TBD
modified,CHK,40_16614,"HMI_LS_DELAY_LADEZEIT
Defaultdefault:	0 ms
Bereichvalue range:	0..1500 ms
Auflösungresolution: 	100 ms",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>HMI_LS_DELAY_LADEZEIT
Default: 0 ms
Area: 0..1500 ms
Resolution: 100 ms",TBD
modified,CHK,40_3353,"DISP_TIMEOUT_UNPLUG: 

Defaultdefault:	6s2 s
Bereichvalue range:	0..15s15 s
Auflösungresolution: 	1s1 s",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>DISP_TIMEOUT_UNPLUG: 

Default: 6s
Area: 0..15s
Resolution: 1s",TBD
modified,CHK,40_13740,"INDUKTIV_LADEN_ENABLE
Defaultdefault:	0
inaktiv	0	inactive
aktiv	1	active",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>INDUKTIV_LADEN_ENABLE
Default: 0
inactively 0 
actively 1",TBD
modified,CHK,40_21133,"BC_LS_ENDEZEIT
Defaultdefault: 	0  	
0:		Verwendung vonusage of Anzeige_Restzeit_Ladeende
1:		Verwendung vonusage of TAR_CHGNG_TIME_HR / TAR_CHGNG_TIME_MIN",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>BC_LS_ENDEZEIT
Default: 0  
0: Use of Anzeige_Restzeit_Ladeende
1: Use of TAR_CHGNG_TIME_HR/TAR_CHGNG_TIME_MIN",TBD
modified,CHK,40_22872,"LADE_AKTIV_BALKEN_ZEIT
Zeit,Time infor der1 einsegment Ladesegmentat durchlaufenthe wirdcharging bargraph animation.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>LADE_AKTIV_BALKEN_ZEIT
Time, in which a load segment will pass through.",TBD
new,CHK,40_37413,"HMI_LS_AFZ
Default: 	0  	
0:		alternating display of departure time and time for fully charged battery
1:		concurrent display of departure time and time for fully charged battery",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37417,"HMI_LS_RW_AKTUELL 
Default: 	1
0:		current electrical range is not displayed in the charging screen
1: 		current electrical range is displayed in the charging screen",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37418,"HMI_LS_RW_MAX 
Default: 	1
0:		maximum electrical range is not displayed in the charging screen
1: 		maximum electrical range is displayed in the charging screen",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37419,"HMI_LS_SOC_RW_AKTUELL 
Default: 	0
0:		current electrical range is not displayed at the SOC bar graph (only presentation of the SOC in %)
1: 		current electrical range is displayed at the SOC bar graph (presentation of range AND SOC in %)",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
deleted,CHK,40_37420,"HMI_LS_CHGNG_PWR_TSHD_LOW
Default: 	3
Bereich: 	0...9d
Auflösung: 	
Inaktiv:	0d

Dieser Parameter beschreibt die Schwelle x, bis zu der die aktuelle Ladeleistung als ""< 0.x"" angezeigt wird.",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
deleted,CHK,40_37424,"HMI_LS_CHGNG_PWR_TSHD_1DEC
Default: 	2706h
Bereich: 	0...270Fh (= 0...99990W)
Auflösung: 	10 W
Inaktiv:	0000h

Dieser Parameter beschreibt die Schwelle, bis zu der die aktuelle Ladeleistung mit 1 Dezimalstelle dargestellt wird.",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37423,"HMI_LS_CHGNG_PWR_ENABLE
Default: 	1
0:		current charging power is not displayed in the charging screen
1: 		current charging power is displayed in the charging screen",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37422,"HMI_LS_SOC_TARGET_ENABLE
Default: 	1
0:		target SoC is not displayed in the charging screen
1: 		target SoC is displayed in the charging screen",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
deleted,CHK,40_37421,"HMI_LS_SOC_TARGET_SYMBOL
Default: 	2
0:		Symbol (Balkenbatterie bzw. AFZ) und %-Wert für den Ziel-SOC am SOC-Balken werden nicht dargestellt
1: 		nur der %-Wert für den Ziel-SOC am SOC-Balken wird dargestellt
2:		nur das Symbol (Balkenbatterie bzw. AFZ) l für den Ziel-SOC am SOC-Balken wird dargestellt
3:		Symbol (Balkenbatterie bzw. AFZ)  und %-Wert für den Ziel-SOC am SOC-Balken werden dargestellt",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,NRQ,40_37348,4.8.51.1.2 PIA,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
deleted,CHK,40_37352,tbd,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
unchanged,NRQ,40_2873,14.8.51.1.23 BUS,non-FS,BUS,TBD
unchanged,CON,40_3189," Status Ladeschnittstelle (ST_CHGINTF, 3B4h)",non-FS,"State load interface (ST_CHGINTF, 3B4h)",TBD
modified,CHK,40_4481,"Status_Ladeleitung_Steckt  
	ST_CHGWR_PLGD,		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_52240_1_522",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Ladeleitung_Steckt  
ST_CHGWR_PLGD, to INIT and replacement value see ID 55_522",TBD
new,CHK,40_37353,"Status_Gleichstrom_Ladeleitung_Steckt
	ST_DC_CHGWR_PLGD,		for init and substitute value, see ID 40_1_1415",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
modified,CHK,40_12001,"DieDetailed Überwachung-Parameterdescription fürof diesemessage Botschaftmonitoring sindand imthe Kapitelassociated ""Überwachungen""error definiertmemory, sieheas well as for the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 55_118840_1_1188.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1188.",TBD
unchanged,CON,40_11096,"Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.
(Parent object differs.)",non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
unchanged,CON,40_12000,"Das in dieser Funktion verwendete Signal
Status_Ladeleitung_Steckt
wird nicht auf den funktionsspezifischen Wertebereiche geprüft.
(Parent object differs.)",non-FS,"The signal used in this function
Status_Ladeleitung_Steckt
for function specific scopes one does not check.",TBD
unchanged,CON,40_13710,"Das in dieser Funktion verwendete Signal Status_Ladeleitung_Steckt wird geprüft und ein entsprechender APPL-DTC wird eingetragen.
(Parent object differs.)",non-FS,The signal Status_Ladeleitung_Steckt used in this function is checked and a suitable APPL DTC is entered.,TBD
unchanged,CON,40_4486," Ladestatus 2 (CHGNG_ST_2, 2FAh)",non-FS,"Load state 2 (CHGNG_ST_2, 2FAh)",TBD
modified,CHK,40_4483,"Anzeige_Restzeit_Ladeende 
DISP_RSTI_EOCHG,		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_46340_1_463",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Restzeit_Ladeende 
DISP_RSTI_EOCHG, to INIT and replacement value see ID 55_463",TBD
new,CHK,40_37354,"Anzeige_Laden_Zeit_Stunde (DISP_CHGNG_T_HR) 	for init and substitute value, see ID 40_1_1964",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37355,"Anzeige_Laden_Zeit_Minute  (DISP_CHGNG_T_MN)	for init and substitute value, see ID 40_1_1965",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
new,CHK,40_37356,"Soll_Betriebsart_Anzeige_Laden_Modus (TAR_OPMO_DISP_CHGNG_MOD)
for init and substitute value, see ID 40_1_1966",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
modified,CHK,40_12004,"DieDetailed Überwachung-Parameterdescription fürof diesemessage Botschaftmonitoring sindand imthe Kapitelassociated ""Überwachungen""error definiertmemory, sieheas well as for the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 55_109340_1_1093.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1093.",TBD
unchanged,CON,40_12002,"Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.
(Parent object differs.)",non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
unchanged,CON,40_12003,"Das in dieser Funktion verwendete Signal Anzeige_Restzeit_Ladeende wird auf seine funktionsspezifischen Wertebereiche geprüft und ein entsprechender APPL-DTC wird eingetragen.
(Parent object differs.)",non-FS,The signal Anzeige_Restzeit_Ladeende used in this function is checked for its function specific scopes and a suitable APPL DTC is entered.,TBD
unchanged,CON,40_4487," Ladestatus (CHGNG_ST, 3E9h)",non-FS,"Load state (, 3E9h CHGNG_ST)",TBD
modified,CHK,40_4488,"Status_Laden 
ST_CHGNG,			Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_46240_1_462",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Laden 
ST_CHGNG, to INIT and replacement value see ID 55_462",TBD
modified,CHK,40_4480,"DieDetailed Überwachung-Parameterdescription fürof diesemessage Botschaftmonitoring sindand imthe Kapitelassociated ""Überwachungen""error definiertmemory, sieheas well as for the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 55_108940_1_1089.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1089.",TBD
unchanged,CON,40_12005,"Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.
(Parent object differs.)",non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
unchanged,CON,40_12006,"Das in dieser Funktion verwendete Signal Status_Laden wird auf seine funktionsspezifischen Wertebereiche geprüft und ein entsprechender APPL-DTC wird eingetragen.
(Parent object differs.)
(Next object differs.)",non-FS,The signal Status_Laden used in this function is checked for its function specific scopes and a suitable APPL DTC is entered.,TBD
unchanged,CON,40_10480,"Anzeige Zustand Hybrid (DISP_CON_HYB, 3ADh)
(Parent object differs.)",non-FS,"Display state hybrid (DISP_CON_HYB, 3ADh)",TBD
modified,CHK,40_10481,"Anzeige_Ladezustand_Hochvoltspeicher  
DISP_CHGCOND_HVSTO,	Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_32940_1_329
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Ladezustand_Hochvoltspeicher  
DISP_CHGCOND_HVSTO, to INIT and replacement value see ID 55_329",TBD
modified,CHK,40_12007,"DetaillierteDetailed Beschreibungdescription fürof diemessage Botschaftsüberwachungmonitoring undand zugehörigemthe FSPassociated sowieerror zurmemory, Gültigkeitsprüfungas derwell as for the validity check of the signals used in dieserthis Funktionfunction verwendetenfor Signaletheir auffunction-specific ihrevalue funktionsspezifischenranges Wertebereicheare siehedefined Anforderungin 51_9895the ffBUS imand KapitelError ‘Leistungsanzeige‘Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 40_1_946.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Detailed description for the message inspection and to appropriate FSP as well as for the validation of the signals to its function specific scopes, used in this function, see request 51_9895 FF in the section ` power indication `",TBD
unchanged,CON,40_10291," Anzeige Daten Hochvoltspeicher (DISP_DT_HVSTO, 1C8h)",non-FS,"Display data to high volt memory (DISP_DT_HVSTO, 1C8h)",TBD
modified,CHK,40_10292,"Anzeige_Multiplexer_Daten_Hochvoltspeicher_2   
DISP_MUX_DT_HVSTO_2			Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_28340_1_283",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Multiplexer_Daten_Hochvoltspeicher_2   
To DISP_MUX_DT_HVSTO_2 INIT and replacement value see ID 55_283",TBD
modified,CHK,40_10293,"Anzeige_Synchronisation_Daten_Hochvoltspeicher_2  
DISP_SYNCN_DT_HVSTO_2		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_28240_1_282",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Synchronisation_Daten_Hochvoltspeicher_2  
To DISP_SYNCN_DT_HVSTO_2 INIT and replacement value see ID 55_282",TBD
modified,CHK,40_10294,"Anzeige_Voraussage_Energie_Ladezustand_2_Verbraucher  
DISP_PRD_ENERG_CHGCOND_2_COS	Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_28440_1_284",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Voraussage_Energie_Ladezustand_2_Verbraucher  
To DISP_PRD_ENERG_CHGCOND_2_COS INIT and replacement value see ID 55_284",TBD
modified,CHK,40_10295,"Anzeige_Energieinhalt_Hochvoltspeicher_Maximal  
DISP_ENC_HVSTO_MAX			Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_28540_1_285",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Anzeige_Energieinhalt_Hochvoltspeicher_Maximal  
DISP_ENC_HVSTO_MAX to INIT and replacement value see ID 55_285",TBD
modified,CHK,40_12326,"DetaillierteDetailed Beschreibungdescription fürof diemessage Botschaftsüberwachungmonitoring undand zugehörigemthe FSPassociated sowieerror zurmemory, Gültigkeitsprüfungas derwell as for the validity check of the signals used in dieserthis Funktionfunction verwendetenfor Signaletheir auffunction-specific ihrevalue funktionsspezifischenranges Wertebereicheare siehedefined Anforderungin 51_11373the ffBUS imand KapitelError ‘ReichweiteManager Elektrisch‘configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 40_1_905.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Detailed description for the message inspection and to appropriate FSP as well as for the validation of the signals to its function specific scopes, used in this function, see request 51_11373 FF in the section ` range electrical `",TBD
unchanged,CON,40_14801,"ZV und Klappenzustand (STAT_ZV_KLAPPEN, 2FCh)",non-FS,"ZV and flap state (, 2FCh STAT_ZV_KLAPPEN)",TBD
modified,CHK,40_14802,"Steuerung_Zentralverriegelung  
	CTR_CLSY				Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_58640_1_589",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Steuerung_Zentralverriegelung  
CTR_CLSY to INIT and replacement value see ID 55_586",TBD
unchanged,CON,40_22736,Status_Türkontakt_FAT (ST_DSW_DRD),non-FS,Status_Türkontakt_FAT (ST_DSW_DRD),TBD
unchanged,CON,40_22737,Status_Türkontakt_BFT (ST_DSW_PSD),non-FS,Status_Türkontakt_BFT (ST_DSW_PSD),TBD
unchanged,CON,40_22738,Status_Türkontakt_FATH (ST_DSW_DVDR),non-FS,Status_Türkontakt_FATH (ST_DSW_DVDR),TBD
unchanged,CON,40_22739,Status_Türkontakt_BFTH ST_DSW_PSDR),non-FS,Status_Türkontakt_BFTH ST_DSW_PSDR),TBD
unchanged,CON,40_22740,Status_Kontakt_Heckklappe (ST_CT_BTL),non-FS,Status_Kontakt_Heckklappe (ST_CT_BTL),TBD
modified,CHK,40_14803,"DetaillierteDetailed Beschreibungdescription fürof diemessage Botschaftsüberwachungmonitoring undand zugehörigemthe FSPassociated sowieerror zurmemory, Gültigkeitsprüfungas derwell as for the validity check of the signals used in dieserthis Funktionfunction verwendetenfor Signaletheir auffunction-specific ihrevalue funktionsspezifischenranges Wertebereicheare siehedefined Anforderungin 51_11373the ffBUS imand KapitelError ‘ReichweiteManager Elektrisch‘configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 40_1_1283.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Detailed description for the message inspection and to appropriate FSP as well as for the validation of the signals to its function specific scopes, used in this function, see request 51_11373 FF in the section ` range electrical `",TBD
unchanged,CON,40_13741," Status Induktiv Laden (ST_IDT_CHGNG, FCh)",non-FS,"State inductive loading (ST_IDT_CHGNG, FCh)",TBD
modified,CHK,40_13742,"Status_Aktiv_Induktiv_Laden  
ST_ACV_IDT_CHGNG,	Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_51740_1_517
(Next object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Aktiv_Induktiv_Laden  
ST_ACV_IDT_CHGNG, to INIT and replacement value see ID 55_517",TBD
modified,CHK,40_4489,"Detailed description of message monitoring and the associated error memory, as well as for the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 40_1_1176.
(Parent object differs.)
(Previous object differs.)
(Next object differs.)",non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
modified,CHK,40_15126,"Die BotschaftThis wirdmessage wederis aufnot Timeoutchecked nochfor auftimeout denor funktionsspezifischenspecific Wertebereichapplicational überwacht.faults
(Parent object differs.)
(Previous object differs.)",non-FS,<<< TRANSLATION MUST BE UPDATED >>>The message is monitored neither on time-out nor on the function specific scope.,TBD
unchanged,CON,40_15127,"Status Klima Standfunktionen (STAT_KLIMA_STAND, 2F0h)",non-FS,"State climate status functions (STAT_KLIMA_STAND, 2F0h)",TBD
modified,CHK,40_15128,"Status_Standklima  
	ST_PAIC,		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_51840_1_518",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Standklima  
To ST_PAIC, INIT and replacement value see ID 55_518",TBD
modified,CHK,40_15129,"Status_Standlüften  
	ST_IVNT,		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_51940_1_519",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Standlüften  
To ST_IVNT, INIT and replacement value see ID 55_519",TBD
modified,CHK,40_15130,"Status_Standheizung 
	ST_PHTR,		Init-for undinit Ersatzwertand siehesubstitute value, see ID 55_52040_1_520",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Standheizung 
To ST_PHTR, INIT and replacement value see ID 55_520",TBD
modified,CHK,40_15131,"DieDetailed Überwachung-Parameterdescription fürof diesemessage Botschaftmonitoring sindand imthe Kapitelassociated ""Überwachungen""error definiertmemory, sieheas well as for the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 55_118040_1_1180.
(Parent object differs.)",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1180.",TBD
unchanged,CON,40_15132,"Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.
(Parent object differs.)",non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
